�E�#VALUE!,,,
0,,,
0:05,2:00,0:05,
0:19,7:36,,
0:30,12:00,,
0:43,17:12,0:43,
0:47,18:48,,
0:55,22:00,,
0:55,22:00,#VALUE!,
1:30,0:00,,
1:52,0:00,,
1:52,0:00,,
1:54,0:00,,
2:36,0:00,,
3:07,0:00,,
3:21,0:00,,
3:36,0:00,,
3:37,0:00,,
3:37,0:00,,
3:54,0:00,,
4:01,0:00,,
4:20,0:00,,
4:22,0:00,,
4:24,0:00,,
4:45,0:00,,
4:46,0:00,,
4:56,0:00,,
5:02,0:00,,
5:22,0:00,,
5:24,0:00,,
5:30,0:00,,
5:53,0:00,,
6:01,0:00,,
6:08,0:00,,
6:32,0:00,,
6:37,0:00,,
7:14,0:00,,
7:21,0:00,,
7:31,0:00,,
7:38,0:00,,
7:49,0:00,,
7:58,0:00,,
8:29,0:00,,
8:47,0:00,,
8:52,0:00,,
8:59,0:00,,
9:00,0:00,,
9:02,0:00,,
9:02,0:00,,
9:13,0:00,,
9:15,0:00,,
9:25,0:00,,
9:47,0:00,,
9:52,0:00,,
10:22,0:00,,
10:25,0:00,,
10:39,0:00,,
10:43,0:00,,
10:54,0:00,,
11:07,0:00,,
11:14,0:00,,
11:14,0:00,,
11:25,0:00,,
12:03,0:00,,
12:07,0:00,,
12:59,0:00,,
13:15,0:00,,
13:15,0:00,,
13:35,0:00,,
13:37,0:00,,
14:12,0:00,,
14:19,0:00,,
14:35,0:00,,
14:37,0:00,,
14:42,0:00,,
14:49,0:00,,
15:13,0:00,,
15:16,0:00,,
15:19,0:00,,
15:20,0:00,,
15:31,0:00,,
16:00,0:00,,
16:02,0:00,,
16:08,0:00,,
16:09,0:00,,
16:16,0:00,,
16:16,0:00,,
16:21,0:00,,
17:01,0:00,,
17:12,0:00,,
17:12,0:00,,
17:23,0:00,,
17:30,0:00,,
17:31,0:00,,
17:31,0:00,,
17:33,0:00,,
17:41,0:00,,
17:52,0:00,,
18:05,0:00,,
18:11,0:00,,
18:50,0:00,,
20:14,0:00,,
20:35,0:00,,
21:04,0:00,,
22:08,0:00,,
22:13,0:00,,
22:15,0:00,,
22:17,0:00,,
22:21,0:00,,
22:37,0:00,,
22:42,0:00,,
22:46,0:00,,
22:50,0:00,,
23:00,0:00,,
23:04,0:00,,
23:11,0:00,,
23:20,0:00,,
23:27,0:00,,
23:30,0:00,,
23:32,0:00,,
23:35,0:00,,
23:39,0:00,,
23:45,0:00,,
23:45,0:00,,
23:54,0:00,,23:54
24:02:00,0:00,0:02:00,0:02
24:24:00,0:00,24:24:00,
24:33:00,0:00,24:33:00,
24:35:00,0:00,24:35:00,
24:47:00,0:00,24:47:00,
24:52:00,0:00,24:52:00,
25:09:00,0:00,25:09:00,
25:09:00,0:00,25:09:00,
25:12:00,0:00,25:12:00,
25:35:00,0:00,25:35:00,
25:46:00,0:00,25:46:00,
25:55:00,0:00,25:55:00,
25:56:00,0:00,25:56:00,
25:56:00,0:00,25:56:00,
26:17:00,0:00,26:17:00,
26:35:00,0:00,26:35:00,
26:44:00,0:00,26:44:00,
26:45:00,0:00,26:45:00,
26:50:00,0:00,26:50:00,
26:56:00,0:00,26:56:00,
27:16:00,0:00,27:16:00,
27:20:00,0:00,27:20:00,
27:22:00,0:00,27:22:00,
27:25:00,0:00,27:25:00,
27:26:00,0:00,27:26:00,
27:29:00,0:00,27:29:00,
27:41:00,0:00,27:41:00,
27:42:00,0:00,27:42:00,
27:56:00,0:00,27:56:00,
28:01:00,0:00,28:01:00,
28:03:00,0:00,28:03:00,
28:16:00,0:00,28:16:00,
28:16:00,0:00,28:16:00,
28:22:00,0:00,28:22:00,
28:23:00,0:00,28:23:00,
28:24:00,0:00,28:24:00,
28:24:00,0:00,28:24:00,
28:25:00,0:00,28:25:00,
28:25:00,0:00,28:25:00,
28:26:00,0:00,28:26:00,
28:26:00,0:00,28:26:00,
28:26:00,0:00,28:26:00,
28:26:00,0:00,28:26:00,
28:26:00,0:00,28:26:00,
28:28:00,0:00,28:28:00,
28:31:00,0:00,28:31:00,
28:34:00,0:00,28:34:00,
28:37:00,0:00,28:37:00,
28:40:00,0:00,28:40:00,
28:53:00,0:00,28:53:00,
29:54:00,0:00,29:54:00,
29:58:00,0:00,29:58:00,
30:14:00,0:00,30:14:00,
30:23:00,0:00,30:23:00,
30:58:00,0:00,30:58:00,
31:05:00,0:00,31:05:00,
31:09:00,0:00,31:09:00,
31:25:00,0:00,31:25:00,
31:26:00,0:00,31:26:00,
31:26:00,0:00,31:26:00,
31:26:00,0:00,31:26:00,
31:28:00,0:00,31:28:00,
31:29:00,0:00,31:29:00,
31:29:00,0:00,31:29:00,
31:30:00,0:00,31:30:00,
31:30:00,0:00,31:30:00,
31:30:00,0:00,31:30:00,
31:31:00,0:00,31:31:00,
31:35:00,0:00,31:35:00,
31:35:00,0:00,31:35:00,
31:36:00,0:00,31:36:00,
31:36:00,0:00,31:36:00,
31:36:00,0:00,31:36:00,
31:37:00,0:00,31:37:00,
31:37:00,0:00,31:37:00,
31:45:00,0:00,31:45:00,
31:46:00,0:00,31:46:00,
31:49:00,0:00,31:49:00,
31:49:00,0:00,31:49:00,
31:53:00,0:00,31:53:00,
31:57:00,0:00,31:57:00,
32:01:00,0:00,32:01:00,
32:10:00,0:00,32:10:00,
32:24:00,0:00,32:24:00,
32:33:00,0:00,32:33:00,
32:38:00,0:00,32:38:00,
32:49:00,0:00,32:49:00,
32:51:00,0:00,32:51:00,
33:46:00,0:00,33:46:00,
33:47:00,0:00,33:47:00,
33:50:00,0:00,33:50:00,
33:59:00,0:00,33:59:00,
34:04:00,0:00,34:04:00,
34:07:00,0:00,34:07:00,
34:09:00,0:00,34:09:00,
34:28:00,0:00,34:28:00,
34:56:00,0:00,34:56:00,
35:08:00,0:00,35:08:00,
35:18:00,0:00,35:18:00,
35:32:00,0:00,35:32:00,
35:35:00,0:00,35:35:00,
36:53:00,0:00,36:53:00,
36:54:00,0:00,36:54:00,
37:09:00,0:00,37:09:00,
37:51:00,0:00,37:51:00,
38:21:00,0:00,38:21:00,
38:49:00,0:00,38:49:00,
38:52:00,0:00,38:52:00,
39:03:00,0:00,39:03:00,
39:51:00,0:00,39:51:00,
39:51:00,0:00,39:51:00,
39:51:00,0:00,39:51:00,
39:54:00,0:00,39:54:00,
39:59:00,0:00,39:59:00,
40:00:00,0:00,40:00:00,
40:01:00,0:00,40:01:00,
40:10:00,0:00,40:10:00,
40:27:00,0:00,40:27:00,
40:30:00,0:00,40:30:00,
41:05:00,0:00,41:05:00,
41:23:00,0:00,41:23:00,
43:19:00,0:00,43:19:00,
43:22:00,0:00,43:22:00,
43:27:00,0:00,43:27:00,
43:32:00,0:00,43:32:00,
43:39:00,0:00,43:39:00,
43:41:00,0:00,43:41:00,
43:54:00,0:00,43:54:00,
43:57:00,0:00,43:57:00,
44:12:00,0:00,44:12:00,
44:22:00,0:00,44:22:00,
44:26:00,0:00,44:26:00,
44:28:00,0:00,44:28:00,
45:21:00,0:00,45:21:00,
45:26:00,0:00,45:26:00,
46:11:00,0:00,46:11:00,
46:14:00,0:00,46:14:00,
46:16:00,0:00,46:16:00,
46:17:00,0:00,46:17:00,
46:19:00,0:00,46:19:00,
46:23:00,0:00,46:23:00,
46:24:00,0:00,46:24:00,
46:29:00,0:00,46:29:00,
46:51:00,0:00,46:51:00,
47:09:00,0:00,47:09:00,
47:26:00,0:00,47:26:00,
47:28:00,0:00,47:28:00,
48:19:00,0:00,48:19:00,
48:32:00,0:00,48:32:00,
48:40:00,0:00,48:40:00,
48:49:00,0:00,48:49:00,
48:55:00,0:00,48:55:00,
49:11:00,0:00,49:11:00,
49:21:00,0:00,49:21:00,
49:34:00,0:00,49:34:00,
49:42:00,0:00,49:42:00,
49:51:00,0:00,49:51:00,
50:06:00,0:00,50:06:00,
50:11:00,0:00,50:11:00,
50:13:00,0:00,50:13:00,
50:15:00,0:00,50:15:00,
50:20:00,0:00,50:20:00,
50:24:00,0:00,50:24:00,
50:27:00,0:00,50:27:00,
50:31:00,0:00,50:31:00,
50:39:00,0:00,50:39:00,
50:41:00,0:00,50:41:00,
50:42:00,0:00,50:42:00,
50:42:00,0:00,50:42:00,
50:43:00,0:00,50:43:00,
50:44:00,0:00,50:44:00,
50:45:00,0:00,50:45:00,
50:45:00,0:00,50:45:00,
50:46:00,0:00,50:46:00,
50:47:00,0:00,50:47:00,
50:49:00,0:00,50:49:00,
50:50:00,0:00,50:50:00,
50:51:00,0:00,50:51:00,
50:51:00,0:00,50:51:00,
50:53:00,0:00,50:53:00,
50:53:00,0:00,50:53:00,
50:55:00,0:00,50:55:00,
50:57:00,0:00,50:57:00,
50:59:00,0:00,50:59:00,
51:01:00,0:00,51:01:00,
51:02:00,0:00,51:02:00,
51:05:00,0:00,51:05:00,
51:08:00,0:00,51:08:00,
51:14:00,0:00,51:14:00,
51:18:00,0:00,51:18:00,
51:21:00,0:00,51:21:00,
51:27:00,0:00,51:27:00,
51:28:00,0:00,51:28:00,
51:45:00,0:00,51:45:00,
51:47:00,0:00,51:47:00,
51:49:00,0:00,51:49:00,
51:58:00,0:00,51:58:00,
52:01:00,0:00,4:01,
52:05:00,0:00,52:05:00,
52:07:00,0:00,52:07:00,
52:09:00,0:00,52:09:00,
52:14:00,0:00,52:14:00,
52:26:00,0:00,52:26:00,
